cid	smiles	desc
42	CCOC(=O)C1=CC2=CC=CC=C2N1CC1=CC=C(F)C=C1	O=C(O)C1=CC2=CC=CC=C2N1CC1=CC=C(F)C=C1
43	CCOC(=O)C1=CN(C2=C(F)C=C(F)C(NC(C)C)=N2)C2=C(C=C(F)C(F)=C2Cl)C1=O	CC(C)NC1=NC(N2C=C(C(=O)O)C(=O)C3=C2C(Cl)=C(F)C(F)=C3)=C(F)C=C1F
44	CCC[C@H]1CC[C@H](C2=CC=C3C=C(O)C=CC3=C2)CC1.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[C@H]1CC[C@H](C2=CC=C3C=C(OS(=O)(=O)C(F)(F)F)C=CC3=C2)CC1
45	COC(=O)CCN1C(=O)N(CC2=C3C(=CC=C2)C=C(C)N3C)C2=CC=CC=C21	CC1=CC2=CC=CC(CN3C(=O)N(CCC(=O)O)C4=CC=CC=C43)=C2N1C
46	CC1=CC2=C(C=C1)N(C1C=CCCC1)CC(NC(=O)OC(C)(C)C)C(=O)N2CC(=O)C1=CC=CC=C1C	CC1=CC2=C(C=C1)N(C1CCCCC1)CC(NC(=O)OC(C)(C)C)C(=O)N2CC(=O)C1=CC=CC=C1C
47	CSC1=C(S(=O)(=O)NC(C)(C)C)C=CN1C	CSC1=C(S(N)(=O)=O)C=CN1C
48	NC1=CC2=C3C(=C1)C1=C(CCCCC1)N3CCC2.O=C(Cl)CCC1=CC=CC=C1	O=C(CCC1=CC=CC=C1)NC1=CC2=C3C(=C1)C1=C(CCCCC1)N3CCC2
49	N#CCN(C1=CC=C(Cl)C=C1)C1=NC(=O)C2=CC=CN=C2S1.[N-]=[N+]=[N-]	O=C1N=C(N(CC2=NN=NN2)C2=CC=C(Cl)C=C2)SC2=NC=CC=C12
50	COC1=CC=C(C2=C(C(=O)C3=CC=C(C)C=C3)C3=C(C=C(OC)C=C3)S2)C=C1	CC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=C2C=CC(O)=C3)C=C1
51	CCN(C1=C(F)C(C(=O)O)=C(F)C=C1)S(=O)(=O)NC.COC1=NNC2=C1C=C(N)C=N2	CCN(C1=C(F)C(C(=O)NC2=CC3=C(N=C2)NN=C3OC)=C(F)C=C1)S(=O)(=O)NC
52	NC(=O)C1=CC(C2=CC=C(CBr)C=C2)=NO1.C1=CC=C2NC=CC2=C1	NC(=O)C1=CC(C2=CC=C(CN3C=CC4=CC=CC=C43)C=C2)=NO1
53	CCCON=C(C(=O)OCC)C1=CSC(N)=N1	CCCON=C(C(=O)O)C1=CSC(N)=N1
54	CN(C(=O)OC(C)(C)C)C1CCC(OC2=C3C(=NC=N2)SC2=C3[C@H](CC(=O)NC3=NC=C(F)C=C3)CC2)CC1	CN(C)C1CCC(OC2=C3C(=NC=N2)SC2=C3[C@H](CC(=O)NC3=NC=C(F)C=C3)CC2)CC1
55	CCC1=NNC2=C1C=CC(C(=O)O)=C2.CO	CCC1=NNC2=C1C=CC(C(=O)OC)=C2
56	N=C(N)C1=CC2=CC=C(O)C(CC(N)=O)=C2C=C1.O=C(O)C1=CC=C(NC=NNCCCCN2CCOCC2)C=C1	N=C(N)C1=CC2=CC=C(OC(=O)C3=CC=C(NC=NNCCCCN4CCOCC4)C=C3)C(CC(N)=O)=C2C=C1
57	COC(=O)CC1=C(C)C(O)=C2C=C(F)C=CC2=C1.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F	COC(=O)CC1=C(C)C(OS(=O)(=O)C(F)(F)F)=C2C=C(F)C=CC2=C1
58	COC(=O)C1CCN(C2=CC=CC(Br)=C2)C1	O=C(O)C1CCN(C2=CC=CC(Br)=C2)C1
59	C1CNC1.CNC1=C(S(=O)(=O)Cl)C=C(C(=O)O)C=C1	CNC1=C(S(=O)(=O)N2CCC2)C=C(C(=O)O)C=C1
60	CC(C)(C)C(=O)Cl.OCCOC1=CC=CC=C1	CC(C)(C)C(=O)OCCOC1=CC=CC=C1
61	CC1=C(C(=O)O)SC(N2CCN(CC3CC3)C2=O)=N1.NCC1=CC=CN=N1	CC1=C(C(=O)NCC2=CC=CN=N2)SC(N2CCN(CC3CC3)C2=O)=N1
62	COC1=CC=C(C2=CC=C(C(N)=O)C=C2)C=C1	COC1=CC=C(C2=CC=C(C#N)C=C2)C=C1
63	CC(C(=O)O)C1=CC=C(C#N)C=C1.CC1=CC(C2=C(CN)C=CC(C(F)(F)F)=N2)=CC=C1	CC1=CC(C2=C(CNC(=O)C(C)C3=CC=C(C#N)C=C3)C=CC(C(F)(F)F)=N2)=CC=C1
64	COC(=O)OC1=CC([N+](=O)[O-])=C(F)C=C1F	COC(=O)OC1=C(F)C=C(F)C(N)=C1
65	CNC(=O)C1=NC=CC(Cl)=C1.CSC1=NC2=C(S1)C(Cl)=C(O)C=C2	CNC(=O)C1=NC=CC(OC2=C(Cl)C3=C(C=C2)N=C(SC)S3)=C1
66	COC(=O)C=CC1=C(NC(=O)NC(=O)C2=C(Cl)C=C(F)C(F)=C2)C=C([N+](=O)[O-])C=C1	COC(=O)C=CC1=C(NC(=O)NC(=O)C2=C(Cl)C=C(F)C(F)=C2)C=C(N)C=C1
67	C1CNCCNC1.ClC1=NC=C(Br)C=N1	BrC1=CN=C(N2CCCNCC2)N=C1
68	CC(C)(CC(O)(CO)C(F)(F)F)C1=C(F)C=CC(F)=C1	CC(C)(CC(O)(C=O)C(F)(F)F)C1=C(F)C=CC(F)=C1
69	CC1CNCC(C)C1.CCCC(C(=O)OC)C1=C(C)N=C(Cl)N=C1C1=CC=C(C)C=C1	CCCC(C(=O)OC)C1=C(C)N=C(N2CC(C)CC(C)C2)N=C1C1=CC=C(C)C=C1
70	CC(C)(C)OC(=O)NC(CCN)C1=CC=C(Cl)C=C1.CS(=O)(=O)Cl	CC(C)(C)OC(=O)NC(CCNS(C)(=O)=O)C1=CC=C(Cl)C=C1
71	N#CCN1N=NN=C1S.[N-]=[N+]=[N-]	SC1=NN=NN1CC1=NN=NN1
72	CC1=C2NC(=O)C=CC2=C2OC(CN)CC2=C1.O=C(O)CCNC(=O)OCC1=CC=CC=C1	CC1=C2NC(=O)C=CC2=C2OC(CNC(=O)CCNC(=O)OCC3=CC=CC=C3)CC2=C1
73	COCC1=CNC(C2=CC=C(OCC3=CC=CC=C3)C=C2)=N1	COCC1=CNC(C2=CC=C(O)C=C2)=N1
74	CN(C)CC(=O)O.N#CC1=CC(OC2=C(Cl)C=CC(CNC(=O)C3=CC4=C(C=CC(N)=C4)N3)=C2F)=CC(Cl)=C1	CN(C)CC(=O)NC1=CC2=C(C=C1)NC(C(=O)NCC1=C(F)C(OC3=CC(Cl)=CC(C#N)=C3)=C(Cl)C=C1)=C2
75	CC(C)N1C=NN=C1C1=NC2=C(CCOC3=C2C=CC(CO)=C3)S1	CC(C)N1C=NN=C1C1=NC2=C(CCOC3=C2C=CC(C=O)=C3)S1
76	COC(=O)Cl.NCC1CC2=C(O1)C(C1CCCCC1)=CC(Cl)=C2	COC(=O)NCC1CC2=C(O1)C(C1CCCCC1)=CC(Cl)=C2
77	CC(C)(C)OC(=O)N1CCC(O)CC1.O=[N+]([O-])C1=CC=C(F)C=C1	CC(C)(C)OC(=O)N1CCC(OC2=CC=C([N+](=O)[O-])C=C2)CC1
78	CI.CC1=C(C(=O)O)C=C(C(F)(F)F)C=C1[N+](=O)[O-]	COC(=O)C1=C(C)C([N+](=O)[O-])=CC(C(F)(F)F)=C1
79	CC(C)(C)OC(=O)CBr.CC1=C(O)C=CC=C1CO	CC1=C(CO)C=CC=C1OCC(=O)OC(C)(C)C
80	CC(C)(C)OC(=O)NC(CCCCNS(=O)(=O)C1=C(Cl)C=CC(N)=C1O)C(=O)O.O=C=NC1=CC=CC=C1Br	CC(C)(C)OC(=O)NC(CCCCNS(=O)(=O)C1=C(Cl)C=CC(NC(=O)NC2=CC=CC=C2Br)=C1O)C(=O)O
81	CCNC(=O)C1=CC(N2C=CC3=C(C=C(OCCCl)C=C3)C2=O)=C(C)C=C1.CNC(C)C	CCNC(=O)C1=CC(N2C=CC3=C(C=C(OCCN(C)C(C)C)C=C3)C2=O)=C(C)C=C1
82	CN1C=C(C2=C(C=O)C(N3CCN4C(=CC5=C4CC(C)(C)C5)C3=O)=NC=C2)N=C(NC2=CC3=NC=CN3C=C2)C1=O	CN1C=C(C2=C(CO)C(N3CCN4C(=CC5=C4CC(C)(C)C5)C3=O)=NC=C2)N=C(NC2=CC3=NC=CN3C=C2)C1=O
83	O=C(Cl)C1CC1.OCC1=NC=C2C(=C1)C1=CC=CC=C1N2CC1=C(Cl)C=CC(Cl)=C1	O=C(OCC1=NC=C2C(=C1)C1=CC=CC=C1N2CC1=C(Cl)C=CC(Cl)=C1)C1CC1
84	COC1=C(F)C=C(C2=NN(C(C)C3=C(C4=CC=CC(F)=C4)C(=O)C4=CC=CC=C4O3)C3=NC=NC(N)=C23)C=C1	CC(C1=C(C2=CC=CC(F)=C2)C(=O)C2=CC=CC=C2O1)N1N=C(C2=CC(F)=C(O)C=C2)C2=C(N)N=CN=C21
85	CCCCC1=NOC(CO)=C1COC1=NC=C(C(=O)O)C=C1.NCC(F)(F)F	CCCCC1=NOC(CO)=C1COC1=NC=C(C(=O)NCC(F)(F)F)C=C1
86	COC1=C(C2=C(Cl)C=CC=C2Cl)C=C(F)C=C1	OC1=C(C2=C(Cl)C=CC=C2Cl)C=C(F)C=C1
87	FC(F)(F)C1=CC=CN=C1N1CCNCC1.O=C(O)CC1CCCC1	O=C(CC1CCCC1)N1CCN(C2=NC=CC=C2C(F)(F)F)CC1
88	CCCN.CS(=O)(=O)C1=C(Cl)C=C([C@@H](CC2CCCC2)C(=O)NC2=NN(CCC(=O)O)C=C2)C=C1	CCCNC(=O)CCN1C=CC(NC(=O)[C@H](CC2CCCC2)C2=CC(Cl)=C(S(C)(=O)=O)C=C2)=N1
89	NC1=CC(Cl)=C(Cl)C=C1F.O=[N+]([O-])C1=CC2=C(Cl)N=CN=C2C=C1F	O=[N+]([O-])C1=CC2=C(NC3=CC(Cl)=C(Cl)C=C3F)N=CN=C2C=C1F
90	C=C(C)C1=CC=CC(O)=C1.CC(=O)OC(C)=O	C=C(C)C1=CC=CC(OC(C)=O)=C1
91	FC(F)(F)C1=CC=CC=C1CBr.N#CC1=NC2=C(C=C(O)C=C2)S1	N#CC1=NC2=C(C=C(OCC3=CC=CC=C3C(F)(F)F)C=C2)S1
92	COC1=C(Cl)C=CC(C2=C(C=O)C=NC(NC(C)=O)=C2)=C1F	COC1=C(Cl)C=CC(C2=C(CO)C=NC(NC(C)=O)=C2)=C1F
93	CCO.NS(=O)(=O)C1=CC2=C(C=CC(OCC(=O)O)=C2)S1	CCOC(=O)COC1=CC2=C(C=C1)SC(S(N)(=O)=O)=C2
94	C=CCCCO.O=C(O)C1=CC(C(F)(F)F)=CC(F)=C1	C=CCCCOC1=CC(C(=O)O)=CC(C(F)(F)F)=C1
95	CCOC1=CC=C(/C=C2\SC(=O)N(CC(=O)OC(C)(C)C)C2=O)C=C1	CCOC1=CC=C(/C=C2\SC(=O)N(CC(=O)O)C2=O)C=C1
96	COC(=O)C1=CC=C(C(=O)C2=CC=C(OC)C=C2)C=C1	COC(=O)C1=CC=C(C(=O)C2=CC=C(O)C=C2)C=C1
97	C1COCCN1.CC1=CC=CC=C1Br	CC1=CC=CC=C1N1CCOCC1
98	COC1=C(OCC2=CC=CC=C2)C=C2N=CC(C#N)=C(NC3=CC4=C(C=C3)CCN4)C2=C1	COC1=C(O)C=C2N=CC(C#N)=C(NC3=CC4=C(C=C3)CCN4)C2=C1
99	COC1=CC(Br)=C(OC)C(CO)=C1.O=S(Cl)Cl	COC1=CC(Br)=C(OC)C(CCl)=C1
100	CCC(=O)Cl.N[C@@H](CO)C(=O)O	CCC(=O)OC[C@H](N)C(=O)O
101	CC(C)(C)C1=CC=C(Br)C=C1.C[C@@H]1CNC[C@H](C)N1	C[C@@H]1CN(C2=CC=C(C(C)(C)C)C=C2)C[C@H](C)N1
102	CC(C)(C)OC(=O)N1CC[C@@H](N)C1.O=C1N(CC2=CC=C(C(F)(F)F)O2)C2=CC=CC=C2C12COC1=C2C=CC(Br)=C1	CC(C)(C)OC(=O)N1CC[C@@H](NC2=CC3=C(C=C2)C2(CO3)C(=O)N(CC3=CC=C(C(F)(F)F)O3)C3=CC=CC=C32)C1
103	COC1=NC=CC(C(=O)NC2=NC(C)=C(C(=O)NCC3=CC=CC=C3)S2)=C1	CC1=C(C(=O)NCC2=CC=CC=C2)SC(NC(=O)C2=CC(=O)NC=C2)=N1
104	CC1=C(C=O)NC=C1CCC(=O)O.O=C1CC2=C(C=CC(C(=O)O)=C2)N1	CC1=C(C=C2C(=O)NC3=C2C=C(C(=O)O)C=C3)NC=C1CCC(=O)O
105	CCN1C(NC2=NC3=C(C=C(C(F)(F)F)C=C3)S2)=NC2=C1C=CC(C(=O)OC)=C2	CCN1C(NC2=NC3=C(C=C(C(F)(F)F)C=C3)S2)=NC2=C1C=CC(C(=O)O)=C2
106	CC(=O)C1=CC=CC(I)=C1	CC(O)C1=CC=CC(I)=C1
107	CC1=C(C(=O)N2CCCC2)C=CC(C(=O)O)=C1.NC1(C2=NC3=C(C=CC(Cl)=C3)N2)CC1	CC1=C(C(=O)N2CCCC2)C=CC(C(=O)NC2(C3=NC4=C(C=CC(Cl)=C4)N3)CC2)=C1
108	CN(C)C1=CC(N)=CC(B2OC(C)(C)C(C)(C)O2)=C1.CS(=O)(=O)Cl	CN(C)C1=CC(NS(C)(=O)=O)=CC(B2OC(C)(C)C(C)(C)O2)=C1
109	CCOC(=O)C1CCN(C2=NC(N)=NC(C)=C2C#CC2=CN=C(N)C=C2)CC1	CC1=C(C#CC2=CN=C(N)C=C2)C(N2CCC(C(=O)O)CC2)=NC(N)=N1
110	CN(C)C1=CC(F)=CC(C2NC3=C(C=C(C(=O)O)C=C3)CC2(C)C)=C1.CS(N)(=O)=O	CN(C)C1=CC(F)=CC(C2NC3=C(C=C(C(=O)NS(C)(=O)=O)C=C3)CC2(C)C)=C1
111	O=CC1=C2C=CNC2=CC=C1.O=S(=O)(Cl)C1=CC=CC=C1	O=CC1=C2C=CN(S(=O)(=O)C3=CC=CC=C3)C2=CC=C1
112	CC(C)(C)[Si](C)(C)OCC1=CC=CC(CN)=C1.O=C(Cl)C1=CC=CC(CCCl)=C1	CC(C)(C)[Si](C)(C)OCC1=CC=CC(CNC(=O)C2=CC=CC(CCCl)=C2)=C1
113	CCOC(=O)C1=CC2=C(C=CC(C(=O)NCCNC(=O)OC(C)(C)C)=C2)N1	CC(C)(C)OC(=O)NCCNC(=O)C1=CC2=C(C=C1)NC(C(=O)O)=C2
114	CC(O)C(C)(C)N.CN1N=C(C2=NC3=C(N=C2)NC=C3C(=O)O)C2=C1C=C(Cl)C=C2	CC(O)C(C)(C)NC(=O)C1=CNC2=C1N=C(C1=NN(C)C3=C1C=CC(Cl)=C3)C=N2
115	CC1=NC(Cl)=C([N+](=O)[O-])C(Cl)=C1C.NCCCO	CC1=NC(Cl)=C([N+](=O)[O-])C(NCCCO)=C1C
116	N.O=C(NC1(C(=O)O)CC1)C1=CC([N+](=O)[O-])=CC=C1	NC(=O)C1(NC(=O)C2=CC([N+](=O)[O-])=CC=C2)CC1
117	CCOC(=O)C1=CC2=C(C=C(C)C(OC3=CC(C(O)C4=CC=C(F)C=C4)=C(O)C=C3)=C2C)N1	CC1=CC2=C(C=C(C(=O)O)N2)C(C)=C1OC1=CC(C(O)C2=CC=C(F)C=C2)=C(O)C=C1
118	CC(=O)OC1=C(C(=O)O)C=C(CC2=C(C)C(=O)C(C)=C(C)C2=O)C=C1.NC1=CC=CN=C1Cl	CC(=O)OC1=C(C(=O)NC2=CC=CN=C2Cl)C=C(CC2=C(C)C(=O)C(C)=C(C)C2=O)C=C1
119	CCCCC[C@@H](CN)C1=CC=CC2=C1OCO2.O=C(Cl)OC1=CC=CC=C1	CCCCC[C@@H](CNC(=O)OC1=CC=CC=C1)C1=CC=CC2=C1OCO2
120	CCC1=C(CNC(=O)CCCC(=O)OC)C(NC2CCOCC2)=C2C=NN(CC)C2=N1	CCC1=C(CNC(=O)CCCC(=O)O)C(NC2CCOCC2)=C2C=NN(CC)C2=N1
121	COC1=CC=CC(CCC(=O)O)=C1	COC1=CC=CC(CCCO)=C1
122	COC1=C(OCCN2CCC(O)C2)C=CC([N+](=O)[O-])=C1	COC1=C(OCCN2CCC(O)C2)C=CC(N)=C1
123	CC(C)(C)OC(=O)N1CC2=C(C(N)=O)C(C3=CC(Cl)=C(F)C=C3)=NN2CC12CC2	NC(=O)C1=C2CNC3(CC3)CN2N=C1C1=CC(Cl)=C(F)C=C1
124	C=CC1=CC=C(CCl)C=C1.C1=CC=C2C(=C1)NC1=CC=CC=C12	C=CC1=CC=C(CN2C3=CC=CC=C3C3=CC=CC=C32)C=C1
125	CC1=NC2=CC=CC=C2C(COC2=CC=C(C(O)C(CN(CC3=CC=CC=C3)C(=O)OC(C)(C)C)C(=O)NO)C=C2)=C1	CC1=NC2=CC=CC=C2C(COC2=CC=C(C(O)C(CNCC3=CC=CC=C3)C(=O)NO)C=C2)=C1
126	CC(C)=CCCC(C)CCO.O=C(O)C1=CC=CC=C1	CC(C)=CCCC(C)CCOC(=O)C1=CC=CC=C1
127	COC(=O)[C@H]1CNCC[C@H]1CCC(O)C1=C2C=C(OC)C=CC2=NC=C1.ClCCSC1CCCCC1	COC(=O)[C@H]1CN(CCSC2CCCCC2)CC[C@H]1CCC(O)C1=C2C=C(OC)C=CC2=NC=C1
128	O=[N+]([O-])C1=CC=CC([C@@H]2CCN(CC3=CC=CC=C3)C2)=C1	NC1=CC([C@@H]2CCN(CC3=CC=CC=C3)C2)=CC=C1
129	CC1=CC(C2CCC2)=C(C2=NC3=C(CN(C(=O)OC(C)(C)C)CC3)N2)C=C1C(=O)O.N#CC1=CC=C(C2CCNCC2)C=C1	CC1=CC(C2CCC2)=C(C2=NC3=C(CN(C(=O)OC(C)(C)C)CC3)N2)C=C1C(=O)N1CCC(C2=CC=C(C#N)C=C2)CC1
130	CCOC(=O)CCC1=C(C)C(OCC2=NC(CC(C)(C)C)=C(C3=C(F)C=CC(OC)=C3)C=C2)=NC=N1	COC1=CC(C2=C(CC(C)(C)C)N=C(COC3=NC=NC(CCC(=O)O)=C3C)C=C2)=C(F)C=C1
131	N.O=C(O)CC1CCN(C2=C3C=CNC3=NC(NC3=CC4=C(C=C3)NC(=O)CC4)=N2)CC1	NC(=O)CC1CCN(C2=C3C=CNC3=NC(NC3=CC4=C(C=C3)NC(=O)CC4)=N2)CC1
132	COC(=O)C1=NC=CC=C1C	CC1=CC=CN=C1CO
133	NC1=CC=CC2=CC=CN=C12.O=S(=O)(Cl)C1=CC=CC(Cl)=C1	O=S(=O)(NC1=CC=CC2=CC=CN=C21)C1=CC=CC(Cl)=C1
